fid,tag,x,y,w,h,s,1,2,3
76,88,407.8195,189.76163,51.919495,40.913513,0.95,-1,-1,-1
76,90,500.19196,203.22516,61.535034,49.964172,0.95,-1,-1,-1
76,91,300.22708,202.25021,65.77161,48.682434,0.95,-1,-1,-1
76,95,236.71686,125.08241,23.952759,15.7164,0.95,-1,-1,-1
76,97,63.534668,160.02438,191.60858,164.17877,0.95,-1,-1,-1
76,100,249.83035,245.0691,94.19757,71.01463,0.95,-1,-1,-1
76,105,294.0907,320.3864,135.38892,128.70538,0.95,-1,-1,-1
76,107,328.17096,121.95506,19.701538,18.134857,0.95,-1,-1,-1
77,2,497.58142,154.30801,31.794312,28.732056,0.95,-1,-1,-1
77,48,396.90265,108.697624,50.041992,63.12873,0.95,-1,-1,-1
77,65,16.720873,176.81775,57.891663,36.42926,0.95,-1,-1,-1
77,67,343.484,141.14941,29.06372,17.809998,0.95,-1,-1,-1
77,69,288.84576,129.54959,23.34021,15.768921,0.95,-1,-1,-1
77,76,439.77667,166.38034,39.02234,35.158264,0.95,-1,-1,-1
77,85,338.23785,166.97083,43.156982,31.887634,0.95,-1,-1,-1
77,88,405.2298,186.4998,52.139282,43.383057,0.95,-1,-1,-1
77,90,499.1767,199.96419,58.148926,44.459595,0.95,-1,-1,-1
77,91,308.9058,197.63632,61.42975,45.76892,0.95,-1,-1,-1
77,95,237.55469,124.0612,24.050415,17.285522,0.95,-1,-1,-1
77,97,81.66611,155.876,179.68942,159.48016,0.95,-1,-1,-1
77,100,257.18182,235.94359,91.33484,69.53749,0.95,-1,-1,-1
77,105,311.51636,304.90533,125.1355,112.93555,0.95,-1,-1,-1
77,107,327.99585,121.96655,19.821167,17.881317,0.95,-1,-1,-1
78,2,497.04877,153.10953,32.303223,28.807251,0.95,-1,-1,-1
78,48,395.3128,112.8132,50.1886,56.64212,0.95,-1,-1,-1
78,65,12.213282,179.50777,56.507843,36.483154,0.95,-1,-1,-1
78,67,343.4985,140.05676,27.784912,18.532166,0.95,-1,-1,-1
78,69,289.0874,129.44064,22.295532,15.026855,0.95,-1,-1,-1
78,76,439.3339,164.59973,36.806152,33.250916,0.95,-1,-1,-1
78,85,339.56467,165.2092,42.733948,30.58844,0.95,-1,-1,-1
78,87,88.98335,151.10172,59.372314,38.507324,0.95,-1,-1,-1
78,88,405.98102,180.94409,51.732788,45.048523,0.95,-1,-1,-1
78,90,498.75424,197.7739,55.72171,42.468384,0.95,-1,-1,-1
78,91,313.68848,191.66629,58.656128,46.086548,0.95,-1,-1,-1
78,95,235.89978,124.29968,24.73761,17.86969,0.95,-1,-1,-1
78,97,92.88544,159.8104,173.6582,147.23315,0.95,-1,-1,-1
78,100,267.1085,230.4151,81.29846,65.834045,0.95,-1,-1,-1
78,105,325.36218,289.5099,116.069214,105.20349,0.95,-1,-1,-1
78,107,325.73145,121.97443,19.87854,16.353119,0.95,-1,-1,-1
79,65,7.430065,183.73491,51.368713,36.473663,0.95,-1,-1,-1
79,67,344.72122,139.7332,26.047852,17.563293,0.95,-1,-1,-1
79,69,287.8601,128.7828,22.568604,14.767761,0.95,-1,-1,-1
79,76,439.10156,163.41148,36.048706,30.615234,0.95,-1,-1,-1
79,85,340.52637,164.05089,41.355835,30.162079,0.95,-1,-1,-1
79,87,84.372665,151.33151,62.49379,41.229614,0.95,-1,-1,-1
79,88,406.06366,179.73543,53.034058,43.12796,0.95,-1,-1,-1
79,90,498.5625,192.693,52.99707,42.466003,0.95,-1,-1,-1
79,91,315.0562,187.1274,57.124878,46.967102,0.95,-1,-1,-1
79,95,234.61768,123.70647,27.615387,18.734985,0.95,-1,-1,-1
79,97,109.36252,148.99551,165.96085,147.30649,0.95,-1,-1,-1
79,100,274.76337,226.20169,76.471924,59.968872,0.95,-1,-1,-1
79,105,337.41504,274.72852,112.82477,100.40332,0.95,-1,-1,-1
79,107,324.27893,121.26581,19.910034,15.872223,0.95,-1,-1,-1
79,109,36.53047,202.41174,65.822556,45.47003,0.95,-1,-1,-1
80,48,391.50757,108.49135,54.089355,60.631256,0.95,-1,-1,-1
80,65,3.1918564,185.92929,49.386932,38.40143,0.95,-1,-1,-1
80,67,341.83804,138.38959,27.401245,18.558807,0.95,-1,-1,-1
80,69,286.07758,123.996376,23.341797,17.30352,0.95,-1,-1,-1
80,76,438.956,162.43985,35.84192,30.970459,0.95,-1,-1,-1
80,85,341.3639,158.53941,40.91577,30.06369,0.95,-1,-1,-1
80,87,80.82988,153.38943,50.41931,41.48648,0.95,-1,-1,-1
80,88,405.91003,176.89708,51.701294,43.108093,0.95,-1,-1,-1
80,90,497.1544,189.1117,52.114532,41.249664,0.95,-1,-1,-1
80,91,315.16302,185.07715,56.70862,44.123962,0.95,-1,-1,-1
80,95,235.44879,124.11366,27.381714,18.39392,0.95,-1,-1,-1
80,97,121.882385,145.75027,156.3675,142.84161,0.95,-1,-1,-1
80,100,281.60968,223.1011,70.97351,56.58322,0.95,-1,-1,-1
80,105,349.6237,266.19623,104.107605,93.98523,0.95,-1,-1,-1
80,109,13.864067,212.09155,68.62902,48.206512,0.95,-1,-1,-1
81,2,498.45648,150.8479,25.865112,23.83081,0.95,-1,-1,-1
81,48,391.43805,113.017746,51.796753,53.10321,0.95,-1,-1,-1
81,65,1.1158218,188.6539,46.0055,36.493683,0.95,-1,-1,-1
81,67,340.01733,134.69437,26.659058,18.989197,0.95,-1,-1,-1
81,69,285.39545,122.87079,23.648926,16.977417,0.95,-1,-1,-1
81,76,438.1961,162.84769,35.8385,29.848389,0.95,-1,-1,-1
81,85,342.1679,155.94244,42.1333,30.737915,0.95,-1,-1,-1
81,87,73.07583,156.74687,48.480194,43.51175,0.95,-1,-1,-1
81,88,406.3373,175.38463,50.663086,43.807465,0.95,-1,-1,-1
81,90,495.94397,187.39108,51.26819,40.219727,0.95,-1,-1,-1
81,91,320.71426,182.64197,52.125122,39.862915,0.95,-1,-1,-1
81,95,237.07971,128.83292,25.312195,16.28656,0.95,-1,-1,-1
81,97,138.78867,146.02615,144.7919,134.69122,0.95,-1,-1,-1
81,98,114.8589,198.77698,36.093933,48.51184,0.95,-1,-1,-1
81,100,286.2254,220.38153,67.182495,52.82074,0.95,-1,-1,-1
81,105,354.58188,258.506,104.099915,85.665344,0.95,-1,-1,-1
81,107,321.26746,120.16174,18.297852,13.259399,0.95,-1,-1,-1
81,109,0.9266815,222.9733,57.411465,47.20526,0.95,-1,-1,-1
82,2,498.75348,151.3205,24.93927,22.395752,0.95,-1,-1,-1
82,10,117.289505,185.92459,49.00656,59.094177,0.95,-1,-1,-1
82,48,392.0807,113.33282,49.02417,50.439888,0.95,-1,-1,-1
82,65,0.5064888,192.23175,40.142952,37.04962,0.95,-1,-1,-1
82,67,339.2666,136.6361,29.686646,20.504059,0.95,-1,-1,-1
82,69,284.48248,123.1408,23.776184,16.865608,0.95,-1,-1,-1
82,76,439.82092,162.46307,33.946777,28.815002,0.95,-1,-1,-1
82,85,343.62503,156.40997,40.706726,27.781036,0.95,-1,-1,-1
82,87,66.999054,160.59775,47.720917,41.629333,0.95,-1,-1,-1
82,88,407.65344,171.74898,49.075806,42.81418,0.95,-1,-1,-1
82,90,494.161,185.70355,51.732178,40.563232,0.95,-1,-1,-1
82,91,323.7812,179.38512,49.87677,38.335785,0.95,-1,-1,-1
82,95,236.3898,128.63098,24.517212,18.753723,0.95,-1,-1,-1
82,97,150.77454,169.90903,131.85822,98.27994,0.95,-1,-1,-1
82,100,291.35556,211.86417,65.99426,54.819763,0.95,-1,-1,-1
82,105,364.319,251.70795,95.2052,79.3548,0.95,-1,-1,-1
82,107,317.9657,116.48068,20.067017,14.88501,0.95,-1,-1,-1
82,109,-3.6153908,230.39383,43.489227,51.207092,0.95,-1,-1,-1
83,10,117.00166,185.97995,51.589355,60.397156,0.95,-1,-1,-1
83,48,393.00635,112.171814,46.700928,50.14554,0.95,-1,-1,-1
83,65,-1.5169716,194.82452,29.434464,39.19861,0.95,-1,-1,-1
83,67,338.93152,132.8783,27.60852,19.81192,0.95,-1,-1,-1
83,69,284.79025,122.63214,22.527527,16.181732,0.95,-1,-1,-1
83,76,440.3953,163.07321,32.64044,29.1203,0.95,-1,-1,-1
83,85,346.64688,154.76587,37.616882,26.709045,0.95,-1,-1,-1
83,87,62.21955,162.01627,48.0681,42.83966,0.95,-1,-1,-1
83,88,408.0119,170.56223,48.58008,41.827515,0.95,-1,-1,-1
83,90,491.51355,179.43388,53.335083,44.03534,0.95,-1,-1,-1
83,91,327.232,176.45242,45.24347,28.696014,0.95,-1,-1,-1
83,97,161.53519,175.80283,126.973755,89.240265,0.95,-1,-1,-1
83,100,297.37714,203.7569,63.80591,55.05127,0.95,-1,-1,-1
83,105,373.909,245.17004,84.30469,70.489746,0.95,-1,-1,-1
83,107,315.50275,114.54788,22.029907,14.784882,0.95,-1,-1,-1
84,10,117.55942,186.65468,57.670044,56.223602,0.95,-1,-1,-1
84,48,392.73257,111.758896,45.200867,48.787292,0.95,-1,-1,-1
84,67,339.41333,132.82849,28.810547,25.459656,0.95,-1,-1,-1
84,76,439.91833,158.17453,30.902344,29.931091,0.95,-1,-1,-1
84,85,347.6572,153.6152,36.508423,26.354248,0.95,-1,-1,-1
84,87,56.62962,162.50708,47.53107,45.88208,0.95,-1,-1,-1
84,88,407.36407,168.33536,47.83899,40.842346,0.95,-1,-1,-1
84,90,490.50586,175.98767,52.74243,44.76172,0.95,-1,-1,-1
84,91,328.23508,174.2811,43.623474,30.363342,0.95,-1,-1,-1
84,97,170.51685,178.095,119.92859,81.46002,0.95,-1,-1,-1
84,100,303.114,200.3826,59.256104,53.941284,0.95,-1,-1,-1
84,105,380.84113,238.00864,78.61682,67.32025,0.95,-1,-1,-1
84,107,314.64938,113.19861,22.08313,16.104233,0.95,-1,-1,-1
85,10,116.46686,185.59755,62.56427,57.280975,0.95,-1,-1,-1
85,48,390.6944,110.32387,45.32141,47.02249,0.95,-1,-1,-1
85,67,338.90314,130.92128,27.991821,24.36322,0.95,-1,-1,-1
85,76,439.69867,156.40543,30.958008,29.622437,0.95,-1,-1,-1
85,85,347.25702,151.99155,36.805786,23.00415,0.95,-1,-1,-1
85,87,48.1213,168.52664,46.660065,43.73694,0.95,-1,-1,-1
85,88,407.6527,167.00821,46.997437,39.203674,0.95,-1,-1,-1
85,90,488.16656,174.25911,52.611572,41.167145,0.95,-1,-1,-1
85,91,332.9046,171.73003,41.837036,35.671844,0.95,-1,-1,-1
85,97,179.47906,177.69427,112.7348,74.81677,0.95,-1,-1,-1
85,100,308.1164,192.23724,58.385437,56.24176,0.95,-1,-1,-1
85,105,388.80515,229.24745,74.20856,64.97032,0.95,-1,-1,-1
85,107,312.39438,113.39697,22.759827,16.612366,0.95,-1,-1,-1
85,114,8.882233,292.17813,86.11601,106.52887,0.95,-1,-1,-1
85,116,137.7066,157.0587,40.70584,29.941223,0.95,-1,-1,-1
85,117,187.81952,389.76746,186.11987,128.70349,0.95,-1,-1,-1
86,2,498.8839,153.26073,23.60022,19.083221,0.95,-1,-1,-1
86,10,116.71498,186.50432,65.06033,57.036285,0.95,-1,-1,-1
86,48,388.6402,109.80679,45.40332,49.673706,0.95,-1,-1,-1
86,67,336.061,130.26407,29.0141,24.614319,0.95,-1,-1,-1
86,76,441.54028,158.43854,25.161743,24.31366,0.95,-1,-1,-1
86,85,347.6381,151.48763,36.326416,20.47644,0.95,-1,-1,-1
86,87,35.899918,172.72034,56.11734,44.196594,0.95,-1,-1,-1
86,88,408.9614,163.4,44.152344,38.62317,0.95,-1,-1,-1
86,90,486.63293,171.86246,49.382324,41.15808,0.95,-1,-1,-1
86,91,335.71704,168.36713,39.326782,31.236023,0.95,-1,-1,-1
86,97,193.01596,150.10052,108.11893,98.69556,0.95,-1,-1,-1
86,100,312.2124,192.74054,54.31726,50.006287,0.95,-1,-1,-1
86,105,391.92365,223.15009,73.55237,60.942688,0.95,-1,-1,-1
86,107,312.26782,112.181885,21.0177,18.136627,0.95,-1,-1,-1
86,114,11.062912,277.83014,101.006516,133.2876,0.95,-1,-1,-1
86,116,129.23431,158.89197,46.4693,29.955078,0.95,-1,-1,-1
86,117,224.6977,355.9746,159.703,133.37317,0.95,-1,-1,-1
87,10,116.16383,186.84827,67.944275,56.949463,0.95,-1,-1,-1
87,48,387.88965,108.33276,42.201904,47.46588,0.95,-1,-1,-1
87,67,334.9533,129.42642,28.120972,24.071167,0.95,-1,-1,-1
87,75,169.9209,173.06845,36.09726,37.973755,0.95,-1,-1,-1
87,76,443.51236,157.98901,22.370056,22.988098,0.95,-1,-1,-1
87,85,347.67377,150.7489,36.199768,18.918274,0.95,-1,-1,-1
87,87,28.16455,173.59738,51.194916,45.650696,0.95,-1,-1,-1
87,88,408.0525,161.53058,42.503235,37.790955,0.95,-1,-1,-1
87,90,484.7572,171.1579,48.239746,38.59198,0.95,-1,-1,-1
87,91,335.87784,167.29788,41.109375,30.277893,0.95,-1,-1,-1
87,97,203.05157,158.01195,88.14435,83.09192,0.95,-1,-1,-1
87,100,317.95325,189.3079,53.60559,48.382416,0.95,-1,-1,-1
87,105,397.86572,213.42145,67.697876,60.884644,0.95,-1,-1,-1
87,107,312.27542,111.09633,20.356201,18.713516,0.95,-1,-1,-1
87,114,9.966919,266.90955,120.47873,130.07239,0.95,-1,-1,-1
87,116,120.30584,163.21858,47.831734,29.966553,0.95,-1,-1,-1
87,117,255.88503,335.3006,136.60313,127.70215,0.95,-1,-1,-1
87,118,76.64752,163.99991,33.882538,31.17633,0.95,-1,-1,-1
87,119,153.94138,137.35278,32.94101,20.823456,0.95,-1,-1,-1
88,2,498.14514,153.66449,24.343079,17.135925,0.95,-1,-1,-1
88,10,116.61766,187.63077,61.153503,57.576904,0.95,-1,-1,-1
88,48,387.63568,107.148674,40.367188,48.631233,0.95,-1,-1,-1
88,67,334.51276,127.86355,26.497925,23.225533,0.95,-1,-1,-1
88,75,167.90054,172.97333,39.40625,38.035217,0.95,-1,-1,-1
88,85,348.8935,150.56631,34.24402,19.0354,0.95,-1,-1,-1
88,87,17.574873,177.13196,50.60489,45.522583,0.95,-1,-1,-1
88,88,407.61597,162.27484,42.613525,34.902344,0.95,-1,-1,-1
88,90,482.10236,169.77538,48.541626,35.707428,0.95,-1,-1,-1
88,91,337.66357,165.78067,39.939087,29.988373,0.95,-1,-1,-1
88,97,210.44586,138.22919,79.372314,92.36005,0.95,-1,-1,-1
88,100,321.07013,186.32022,52.849487,46.549744,0.95,-1,-1,-1
88,105,401.62634,209.5289,63.80249,57.71576,0.95,-1,-1,-1
88,107,311.6675,110.0607,20.106812,18.929382,0.95,-1,-1,-1
88,114,4.361435,257.56958,146.33626,125.68005,0.95,-1,-1,-1
88,116,109.80002,164.45877,46.584778,36.63275,0.95,-1,-1,-1
88,117,280.5927,308.26904,119.55371,116.660034,0.95,-1,-1,-1
88,118,67.9538,167.5412,32.910156,32.82898,0.95,-1,-1,-1
88,119,151.95514,138.65805,33.413696,21.323792,0.95,-1,-1,-1
89,2,497.99805,153.1196,27.257935,17.460388,0.95,-1,-1,-1
89,10,118.76021,186.6155,59.86133,61.09027,0.95,-1,-1,-1
89,42,280.93436,108.10687,19.070007,23.767487,0.95,-1,-1,-1
89,48,380.38617,107.381996,46.891724,47.15734,0.95,-1,-1,-1
89,67,333.67667,127.32924,25.252441,22.265808,0.95,-1,-1,-1
89,75,167.24432,172.93959,43.76001,37.40097,0.95,-1,-1,-1
89,76,438.25397,153.14473,24.169922,21.607635,0.95,-1,-1,-1
89,85,349.91708,150.58746,32.244934,18.479889,0.95,-1,-1,-1
89,88,406.06317,160.0817,42.080444,35.806,0.95,-1,-1,-1
89,90,481.11627,166.81482,46.773193,34.66504,0.95,-1,-1,-1
89,91,338.12537,163.42627,40.902344,31.25415,0.95,-1,-1,-1
89,97,214.228,128.86417,76.191956,96.02704,0.95,-1,-1,-1
89,100,323.86658,184.79263,52.062866,45.288452,0.95,-1,-1,-1
89,105,403.28265,203.88007,62.602417,54.67572,0.95,-1,-1,-1
89,107,310.8234,109.702484,20.672485,19.007843,0.95,-1,-1,-1
89,114,13.889877,250.07841,149.06284,119.68202,0.95,-1,-1,-1
89,116,100.26994,169.04068,45.317078,40.261414,0.95,-1,-1,-1
89,117,296.3692,294.20392,117.83911,99.23169,0.95,-1,-1,-1
89,118,60.403267,167.62238,33.494995,34.785095,0.95,-1,-1,-1
89,119,146.06194,132.76086,35.782196,29.181824,0.95,-1,-1,-1
89,123,75.00023,129.05878,44.88246,45.94107,0.95,-1,-1,-1
90,2,499.25726,152.2746,25.67334,15.616516,0.95,-1,-1,-1
90,10,120.23033,187.53494,59.362244,60.45938,0.95,-1,-1,-1
90,48,377.018,107.499374,48.09192,44.677643,0.95,-1,-1,-1
90,67,333.34668,127.18334,24.152344,20.611153,0.95,-1,-1,-1
90,75,167.00462,173.5859,43.419647,36.505676,0.95,-1,-1,-1
90,76,436.23917,152.31088,24.853638,21.461304,0.95,-1,-1,-1
90,85,348.91223,151.33102,32.18982,17.664795,0.95,-1,-1,-1
90,88,406.05566,161.334,41.296753,33.57785,0.95,-1,-1,-1
90,90,479.46118,165.85782,46.173035,33.01703,0.95,-1,-1,-1
90,91,338.7539,162.0495,39.401,31.796387,0.95,-1,-1,-1
90,97,226.45544,129.3693,71.87067,94.26709,0.95,-1,-1,-1
90,100,324.6042,181.18716,53.21338,42.279633,0.95,-1,-1,-1
90,105,406.14557,201.47394,60.43445,50.37097,0.95,-1,-1,-1
90,107,311.2022,108.94174,20.23059,19.034271,0.95,-1,-1,-1
90,114,29.775146,244.53442,146.32675,109.09619,0.95,-1,-1,-1
90,116,86.89592,172.62431,55.947052,42.835022,0.95,-1,-1,-1
90,117,312.8909,275.93622,105.65979,95.956055,0.95,-1,-1,-1
90,118,50.98152,171.99121,33.72113,36.065308,0.95,-1,-1,-1
90,119,142.1536,133.92783,37.170166,29.273254,0.95,-1,-1,-1
90,123,71.153046,129.04495,49.14554,47.954956,0.95,-1,-1,-1
90,124,57.646004,343.23782,163.05756,137.29321,0.95,-1,-1,-1
91,10,118.170425,189.18872,55.898865,53.02191,0.95,-1,-1,-1
91,48,373.83026,108.22258,49.214905,43.77722,0.95,-1,-1,-1
91,67,329.29388,123.26296,25.720581,21.306892,0.95,-1,-1,-1
91,75,166.92163,174.48985,43.930817,36.16504,0.95,-1,-1,-1
91,76,434.8629,151.38272,25.768555,21.42212,0.95,-1,-1,-1
91,85,347.79788,151.68741,31.56543,17.401672,0.95,-1,-1,-1
91,88,404.68478,156.04855,39.760254,35.38275,0.95,-1,-1,-1
91,90,476.9005,164.99922,46.013733,33.750458,0.95,-1,-1,-1
91,97,230.7854,129.04745,70.380554,90.433655,0.95,-1,-1,-1
91,100,327.85272,176.77844,52.47119,43.180847,0.95,-1,-1,-1
91,105,409.49716,198.30338,55.914673,45.5878,0.95,-1,-1,-1
91,107,309.41425,109.34013,20.064026,18.384949,0.95,-1,-1,-1
91,114,50.466873,238.23367,141.21968,95.66748,0.95,-1,-1,-1
91,116,72.22017,177.90262,54.879776,47.775574,0.95,-1,-1,-1
91,117,324.35974,263.64166,101.380005,93.559814,0.95,-1,-1,-1
91,118,43.166985,175.50806,34.53453,36.42328,0.95,-1,-1,-1
91,119,138.1607,134.39484,38.974,29.855103,0.95,-1,-1,-1
91,123,67.93866,127.47158,60.39235,53.090218,0.95,-1,-1,-1
91,124,96.188705,319.04047,152.65555,117.51782,0.95,-1,-1,-1
92,10,119.347824,187.84918,61.12195,48.89801,0.95,-1,-1,-1
92,48,373.98108,107.2134,45.079956,42.824898,0.95,-1,-1,-1
92,67,328.4053,121.82808,25.03418,21.589172,0.95,-1,-1,-1
92,75,166.89789,174.83366,44.76648,36.69211,0.95,-1,-1,-1
92,76,434.99216,151.09412,24.846008,20.133392,0.95,-1,-1,-1
92,85,350.57016,144.70557,31.37439,17.998627,0.95,-1,-1,-1
92,88,403.4568,154.80576,40.54724,34.145325,0.95,-1,-1,-1
92,90,470.73444,162.2072,49.93506,34.73172,0.95,-1,-1,-1
92,91,340.63367,155.99095,37.929077,28.174683,0.95,-1,-1,-1
92,97,231.4678,130.35843,70.613464,87.11902,0.95,-1,-1,-1
92,100,330.76923,170.09583,49.691284,46.215027,0.95,-1,-1,-1
92,105,411.74957,196.12569,52.45642,42.59082,0.95,-1,-1,-1
92,107,308.117,109.51857,19.347046,17.481659,0.95,-1,-1,-1
92,114,76.79156,235.68637,123.239876,88.80194,0.95,-1,-1,-1
92,116,55.090584,187.15973,62.50531,48.797485,0.95,-1,-1,-1
92,117,334.84943,253.38455,92.36963,84.69031,0.95,-1,-1,-1
92,118,30.323418,178.71826,40.41037,36.48535,0.95,-1,-1,-1
92,119,135.54001,134.60233,40.91748,31.332458,0.95,-1,-1,-1
92,123,63.41223,126.99313,69.61911,59.73831,0.95,-1,-1,-1
92,124,134.27206,296.9278,139.32043,104.121704,0.95,-1,-1,-1
93,10,121.10168,185.37389,63.10334,44.741882,0.95,-1,-1,-1
93,48,374.09344,106.85062,40.25769,35.97493,0.95,-1,-1,-1
93,67,327.42007,121.99326,23.488037,20.405388,0.95,-1,-1,-1
93,75,166.89598,174.96265,44.414703,36.238342,0.95,-1,-1,-1
93,76,435.03745,149.74084,25.187866,19.678406,0.95,-1,-1,-1
93,85,352.2105,141.47034,28.733032,17.611816,0.95,-1,-1,-1
93,88,402.94476,153.7919,38.94702,31.748352,0.95,-1,-1,-1
93,90,468.43378,161.28526,50.170288,33.187866,0.95,-1,-1,-1
93,91,343.73276,153.19373,32.563293,20.853333,0.95,-1,-1,-1
93,97,237.97212,130.96964,66.262924,84.6561,0.95,-1,-1,-1
93,100,334.2292,169.08008,47.43921,40.899048,0.95,-1,-1,-1
93,105,411.6455,191.68237,52.66394,42.234344,0.95,-1,-1,-1
93,107,307.66235,109.60985,19.73352,16.48526,0.95,-1,-1,-1
93,114,92.23449,223.02441,120.95319,91.10986,0.95,-1,-1,-1
93,116,42.49745,191.10132,67.90097,53.100372,0.95,-1,-1,-1
93,117,344.43845,244.4412,90.982544,78.87085,0.95,-1,-1,-1
93,118,13.027952,181.81192,55.54457,37.829285,0.95,-1,-1,-1
93,119,133.39032,138.82289,40.163574,28.333282,0.95,-1,-1,-1
93,123,57.782322,126.14313,73.85727,62.510223,0.95,-1,-1,-1
93,124,164.116,276.68167,126.7796,95.43964,0.95,-1,-1,-1
94,10,118.49595,187.04787,57.30932,51.038696,0.95,-1,-1,-1
94,48,374.83884,106.08055,37.798218,34.728546,0.95,-1,-1,-1
94,67,325.7475,120.80394,23.575684,20.623657,0.95,-1,-1,-1
94,75,166.90167,175.66393,44.267822,37.375916,0.95,-1,-1,-1
94,76,435.70395,147.98055,24.701355,20.192444,0.95,-1,-1,-1
94,85,351.46136,140.97296,29.732178,17.500427,0.95,-1,-1,-1
94,88,403.3644,153.5113,37.74182,30.219513,0.95,-1,-1,-1
94,90,466.9569,161.06653,48.341736,31.335052,0.95,-1,-1,-1
94,95,227.24844,142.8971,28.90863,23.96399,0.95,-1,-1,-1
94,97,242.12982,135.87427,67.35138,79.24991,0.95,-1,-1,-1
94,100,335.94998,168.90097,45.38507,36.98343,0.95,-1,-1,-1
94,105,411.98273,188.32333,51.62915,41.56372,0.95,-1,-1,-1
94,114,109.60298,219.3327,113.20233,85.42023,0.95,-1,-1,-1
94,116,18.902039,200.41968,68.44097,57.271423,0.95,-1,-1,-1
94,117,355.80173,237.23245,84.312195,72.194214,0.95,-1,-1,-1
94,118,3.7088928,185.53711,49.46663,36.920837,0.95,-1,-1,-1
94,119,131.39691,143.76764,40.494568,25.802063,0.95,-1,-1,-1
94,123,52.50618,127.96228,76.44095,61.89868,0.95,-1,-1,-1
94,124,194.39789,262.61206,108.10147,83.86841,0.95,-1,-1,-1
95,10,117.503784,188.9914,53.797485,52.150208,0.95,-1,-1,-1
95,48,373.85995,105.15558,35.591736,36.270966,0.95,-1,-1,-1
95,67,325.12305,120.402756,22.97815,20.068604,0.95,-1,-1,-1
95,75,166.9096,175.27263,44.85498,37.8071,0.95,-1,-1,-1
95,76,433.34076,143.45291,25.85608,19.112427,0.95,-1,-1,-1
95,85,351.76828,139.5549,28.194641,18.79718,0.95,-1,-1,-1
95,88,402.83557,154.15468,35.37982,28.370056,0.95,-1,-1,-1
95,90,465.794,161.10464,47.687134,31.32544,0.95,-1,-1,-1
95,95,224.8447,141.93552,33.18692,25.489868,0.95,-1,-1,-1
95,97,244.75217,141.0853,67.23248,72.07556,0.95,-1,-1,-1
95,100,337.67847,165.75636,43.40271,34.914062,0.95,-1,-1,-1
95,105,412.5136,186.01413,49.452026,41.41806,0.95,-1,-1,-1
95,114,122.9896,219.62485,108.81353,78.08832,0.95,-1,-1,-1
95,116,5.2377853,198.41351,70.50948,70.693146,0.95,-1,-1,-1
95,117,366.5655,227.26736,76.29297,70.53363,0.95,-1,-1,-1
95,119,128.10449,144.9011,42.57904,26.167542,0.95,-1,-1,-1
95,123,48.741913,130.00742,77.110535,62.892365,0.95,-1,-1,-1
95,124,215.85295,247.67587,102.8069,76.196594,0.95,-1,-1,-1
95,127,155.23538,128.23538,26.70575,20.764526,0.95,-1,-1,-1
96,10,117.129875,189.7251,51.819954,52.586,0.95,-1,-1,-1
96,48,371.56958,104.82544,34.7912,36.908066,0.95,-1,-1,-1
96,67,324.2461,121.60467,22.772095,18.565987,0.95,-1,-1,-1
96,75,168.22574,175.77477,45.066895,35.35205,0.95,-1,-1,-1
96,76,432.44165,142.44914,26.324219,19.384033,0.95,-1,-1,-1
96,85,351.82953,139.08902,25.690674,18.66507,0.95,-1,-1,-1
96,88,401.2968,149.26274,35.190796,27.053497,0.95,-1,-1,-1
96,90,462.79056,157.96457,45.51941,32.014893,0.95,-1,-1,-1
96,95,220.11478,143.61282,36.55182,27.306122,0.95,-1,-1,-1
96,100,340.73212,163.43295,41.444214,34.854553,0.95,-1,-1,-1
96,105,411.83304,181.4711,48.790955,37.539978,0.95,-1,-1,-1
96,114,134.20462,218.0485,99.109375,68.17685,0.95,-1,-1,-1
96,117,373.1842,220.85864,69.071045,66.76532,0.95,-1,-1,-1
96,119,127.67213,145.95312,41.299065,26.275635,0.95,-1,-1,-1
96,123,46.197277,129.39848,70.35483,65.16647,0.95,-1,-1,-1
96,124,235.73492,238.51086,84.30676,69.16284,0.95,-1,-1,-1
96,128,178.82391,143.8823,27.176147,20.117554,0.95,-1,-1,-1
97,10,115.68611,187.38297,56.31131,56.02771,0.95,-1,-1,-1
97,48,370.7412,105.374146,33.87268,34.581573,0.95,-1,-1,-1
97,75,170.03546,175.30835,45.79004,33.113342,0.95,-1,-1,-1
97,76,432.10364,142.1333,26.52649,18.861572,0.95,-1,-1,-1
97,85,351.8019,139.634,23.475098,17.333008,0.95,-1,-1,-1
97,88,398.72748,147.49078,36.47888,26.593445,0.95,-1,-1,-1
97,90,461.04877,156.87708,42.777588,31.006165,0.95,-1,-1,-1
97,91,351.42847,132.50627,22.072876,16.445892,0.95,-1,-1,-1
97,95,220.33105,148.13608,33.213806,24.047363,0.95,-1,-1,-1
97,100,340.38275,162.71967,42.10388,31.635986,0.95,-1,-1,-1
97,105,412.6754,181.29599,46.733154,34.203552,0.95,-1,-1,-1
97,114,154.51233,207.14713,92.09122,69.21838,0.95,-1,-1,-1
97,117,381.6098,216.39612,62.128845,60.878235,0.95,-1,-1,-1
97,119,125.631226,147.63905,39.44342,26.29132,0.95,-1,-1,-1
97,123,42.068504,128.49335,71.729965,67.914795,0.95,-1,-1,-1
97,124,249.75644,226.56012,79.411865,65.707825,0.95,-1,-1,-1
97,127,149.94229,130.41893,33.0885,21.515625,0.95,-1,-1,-1
97,128,178.40656,147.60419,27.440552,21.784058,0.95,-1,-1,-1
