fid,tag,x,y,w,h,s,1,2,3
13,7,203.67654,209.53009,79.36713,49.936554,0.95,-1,-1,-1
13,9,429.35522,133.98941,66.606445,80.53967,0.95,-1,-1,-1
13,10,143.8205,172.19748,54.85791,46.940247,0.95,-1,-1,-1
13,11,304.50815,133.05621,25.256042,19.682892,0.95,-1,-1,-1
13,12,353.11215,226.94016,65.2912,59.917847,0.95,-1,-1,-1
13,14,328.2096,121.941864,21.658264,15.531128,0.95,-1,-1,-1
13,23,140.34293,152.0639,37.348633,30.969482,0.95,-1,-1,-1
13,26,358.76944,140.13358,31.152405,26.806,0.95,-1,-1,-1
13,28,72.470566,181.25333,67.04788,38.571533,0.95,-1,-1,-1
13,31,268.84973,332.4732,144.16016,138.8429,0.95,-1,-1,-1
13,36,0.13638306,300.5797,129.89676,105.59729,0.95,-1,-1,-1
13,39,153.38849,134.08987,36.449768,17.215881,0.95,-1,-1,-1
13,41,16.646683,397.35596,154.93912,138.58527,0.95,-1,-1,-1
14,1,470.58997,204.82716,60.090332,50.50836,0.95,-1,-1,-1
14,2,624.41455,243.75592,88.64722,64.95599,0.95,-1,-1,-1
14,3,263.25543,175.6271,44.02234,31.739777,0.95,-1,-1,-1
14,4,386.11508,150.55981,30.845825,27.611145,0.95,-1,-1,-1
14,5,336.50388,180.83215,45.53705,35.20056,0.95,-1,-1,-1
14,6,290.69644,158.50931,28.106323,24.998352,0.95,-1,-1,-1
14,7,215.40027,208.54034,68.39011,44.047913,0.95,-1,-1,-1
14,8,294.02814,151.64095,30.14148,17.010986,0.95,-1,-1,-1
14,9,428.84216,133.43054,63.88861,77.16937,0.95,-1,-1,-1
14,10,142.51022,172.77945,55.644684,46.92621,0.95,-1,-1,-1
14,11,304.8191,133.31702,24.92566,18.423828,0.95,-1,-1,-1
14,12,355.51923,223.09848,62.000244,54.64142,0.95,-1,-1,-1
14,14,326.90735,121.66693,22.264587,15.761383,0.95,-1,-1,-1
14,22,71.5553,154.37611,44.5253,31.245483,0.95,-1,-1,-1
14,23,136.0174,155.04251,37.42694,31.381042,0.95,-1,-1,-1
14,26,356.96454,138.09842,32.06311,26.96753,0.95,-1,-1,-1
14,28,66.26286,183.23724,62.946716,40.76996,0.95,-1,-1,-1
14,31,288.26984,314.66583,134.09113,129.75916,0.95,-1,-1,-1
14,36,3.7875519,290.11023,145.41975,92.55408,0.95,-1,-1,-1
14,39,152.5886,134.0669,33.64923,19.591125,0.95,-1,-1,-1
14,41,10.482483,372.28375,188.50708,154.3534,0.95,-1,-1,-1
14,42,348.8824,124.0,20.058838,15.117615,0.95,-1,-1,-1
15,1,470.6526,197.04501,58.824585,50.79596,0.95,-1,-1,-1
15,2,614.85547,240.40295,92.1886,62.916565,0.95,-1,-1,-1
15,3,265.41467,172.25905,44.159546,33.409027,0.95,-1,-1,-1
15,4,387.56064,149.66412,30.984802,26.062622,0.95,-1,-1,-1
15,5,340.56238,174.5364,42.43103,35.373108,0.95,-1,-1,-1
15,6,288.79456,156.15854,31.92871,27.307434,0.95,-1,-1,-1
15,7,225.15894,201.17633,64.49988,45.94098,0.95,-1,-1,-1
15,8,295.77356,146.71243,27.208618,14.799774,0.95,-1,-1,-1
15,9,426.69708,133.94081,64.295166,72.710754,0.95,-1,-1,-1
15,10,140.70908,174.97408,55.93622,46.926544,0.95,-1,-1,-1
15,12,357.4145,213.40677,58.378845,56.839355,0.95,-1,-1,-1
15,14,325.8112,121.5966,22.521118,15.856018,0.95,-1,-1,-1
15,22,62.80745,134.84589,57.340622,58.36209,0.95,-1,-1,-1
15,23,127.91701,161.43173,36.09131,31.49054,0.95,-1,-1,-1
15,26,356.297,138.11273,32.440308,26.3443,0.95,-1,-1,-1
15,28,54.193703,188.63922,62.643707,42.85486,0.95,-1,-1,-1
15,31,304.94757,301.16333,123.690796,113.02161,0.95,-1,-1,-1
15,36,20.451202,278.04547,149.10419,83.46106,0.95,-1,-1,-1
15,39,149.4815,133.31131,27.500275,20.269043,0.95,-1,-1,-1
15,41,40.683228,343.6862,183.05396,145.4627,0.95,-1,-1,-1
15,42,348.21588,122.30583,19.89209,16.631165,0.95,-1,-1,-1
16,1,473.19952,193.13809,57.15381,49.064514,0.95,-1,-1,-1
16,2,606.79156,234.7533,96.94714,62.953186,0.95,-1,-1,-1
16,3,268.69226,169.77536,43.603638,32.10736,0.95,-1,-1,-1
16,4,388.0158,146.15277,31.10022,26.189697,0.95,-1,-1,-1
16,5,342.50012,171.69522,40.751343,34.22284,0.95,-1,-1,-1
16,6,290.5953,159.9605,30.801147,20.957642,0.95,-1,-1,-1
16,7,232.88731,197.33606,58.660538,44.15497,0.95,-1,-1,-1
16,8,295.71027,144.99448,27.503296,15.350311,0.95,-1,-1,-1
16,9,426.5782,136.16321,59.934326,69.82498,0.95,-1,-1,-1
16,10,140.04755,176.45012,55.380737,46.93158,0.95,-1,-1,-1
16,12,358.4906,208.09848,57.253174,54.572052,0.95,-1,-1,-1
16,14,324.79108,120.94057,21.981567,15.2388,0.95,-1,-1,-1
16,23,120.40866,163.77136,39.537903,32.817505,0.95,-1,-1,-1
16,26,356.726,136.84654,31.93811,26.11142,0.95,-1,-1,-1
16,28,39.35156,191.1782,66.46747,48.28601,0.95,-1,-1,-1
16,31,321.45874,283.57996,108.303345,107.56714,0.95,-1,-1,-1
16,36,47.327866,266.85968,137.25957,80.67932,0.95,-1,-1,-1
16,39,149.24724,137.3409,27.573273,18.287231,0.95,-1,-1,-1
16,41,70.474075,324.45444,177.34964,131.40594,0.95,-1,-1,-1
16,42,347.24835,121.87715,19.875854,17.032135,0.95,-1,-1,-1
17,1,472.08386,188.69955,57.295654,46.559723,0.95,-1,-1,-1
17,2,605.2316,229.54723,89.629395,62.44191,0.95,-1,-1,-1
17,3,270.426,168.94048,42.781494,30.339233,0.95,-1,-1,-1
17,4,390.07867,145.59961,28.567017,24.312439,0.95,-1,-1,-1
17,5,344.31494,166.20332,40.258667,34.53824,0.95,-1,-1,-1
17,6,293.14606,154.2229,30.428528,18.591797,0.95,-1,-1,-1
17,7,240.53969,192.8418,56.02745,42.941498,0.95,-1,-1,-1
17,8,295.64575,143.74936,26.97583,15.57782,0.95,-1,-1,-1
17,9,426.5652,137.04378,57.72339,68.849335,0.95,-1,-1,-1
17,10,139.81813,178.30695,55.82373,46.279846,0.95,-1,-1,-1
17,12,358.62994,203.11765,54.41638,51.91626,0.95,-1,-1,-1
17,22,53.592358,129.08292,59.569767,68.88226,0.95,-1,-1,-1
17,23,112.47827,165.24176,44.111664,35.922974,0.95,-1,-1,-1
17,26,352.21234,136.43848,36.453857,24.020782,0.95,-1,-1,-1
17,28,25.551987,196.70212,69.78172,48.190643,0.95,-1,-1,-1
17,31,331.8872,273.30133,101.28931,94.73047,0.95,-1,-1,-1
17,36,73.14624,255.23073,128.26016,79.9818,0.95,-1,-1,-1
17,39,147.86389,138.04443,27.642029,19.638794,0.95,-1,-1,-1
17,41,107.652405,305.115,159.09518,115.50598,0.95,-1,-1,-1
17,42,344.00098,121.0438,22.109253,17.131767,0.95,-1,-1,-1
17,45,346.8236,130.94122,23.823486,17.0,0.95,-1,-1,-1
18,1,474.85217,186.01099,51.540955,44.414886,0.95,-1,-1,-1
18,2,602.8393,227.79057,86.950195,59.081802,0.95,-1,-1,-1
18,3,272.89996,168.06523,41.856567,28.396942,0.95,-1,-1,-1
18,5,346.10266,162.99246,39.544556,34.083435,0.95,-1,-1,-1
18,6,292.6977,152.76892,32.30835,17.742218,0.95,-1,-1,-1
18,7,246.22192,189.4037,51.966125,40.622345,0.95,-1,-1,-1
18,8,295.58246,142.68124,28.110474,14.368744,0.95,-1,-1,-1
18,9,421.98978,130.83743,59.61078,67.27469,0.95,-1,-1,-1
18,10,139.75113,178.9884,55.987,46.0383,0.95,-1,-1,-1
18,12,358.44434,198.24521,54.85913,48.44702,0.95,-1,-1,-1
18,14,318.90472,121.420975,20.188416,13.4114685,0.95,-1,-1,-1
18,22,46.107994,150.18501,49.011185,50.585632,0.95,-1,-1,-1
18,23,104.40283,169.68153,46.456543,37.71292,0.95,-1,-1,-1
18,26,354.52548,133.01859,32.171265,23.909363,0.95,-1,-1,-1
18,28,9.492126,201.30954,74.23953,50.07025,0.95,-1,-1,-1
18,31,340.19153,262.25714,97.95654,88.70288,0.95,-1,-1,-1
18,36,97.0181,247.53918,113.64664,74.47247,0.95,-1,-1,-1
18,39,145.3848,138.26093,28.384827,20.098572,0.95,-1,-1,-1
18,41,137.94781,289.117,143.98972,107.67212,0.95,-1,-1,-1
18,42,342.2339,121.514114,22.144531,16.42981,0.95,-1,-1,-1
18,47,479.94147,139.88239,40.940857,38.0,0.95,-1,-1,-1
18,48,368.41376,436.35547,361.05627,103.467896,0.95,-1,-1,-1
18,50,177.82397,134.17685,29.882019,33.470062,0.95,-1,-1,-1
19,1,474.5008,181.99475,50.121338,41.08966,0.95,-1,-1,-1
19,2,598.15295,226.67026,91.28223,57.26526,0.95,-1,-1,-1
19,3,273.0373,166.51105,42.203857,27.047913,0.95,-1,-1,-1
19,5,347.8966,157.35886,37.422485,30.703918,0.95,-1,-1,-1
19,6,293.0923,152.28369,32.405457,16.810242,0.95,-1,-1,-1
19,7,249.87683,188.97902,52.604065,37.88028,0.95,-1,-1,-1
19,8,295.52386,142.33423,28.556763,15.242218,0.95,-1,-1,-1
19,10,141.0563,179.87961,56.043945,43.98419,0.95,-1,-1,-1
19,12,358.1626,194.71257,55.210083,47.289368,0.95,-1,-1,-1
19,14,317.7447,121.62396,18.510193,13.023346,0.95,-1,-1,-1
19,22,41.55368,158.30624,44.60222,44.744385,0.95,-1,-1,-1
19,23,96.285095,170.6287,49.925995,40.97577,0.95,-1,-1,-1
19,26,352.76123,132.45432,28.583313,21.228027,0.95,-1,-1,-1
19,28,-0.06359863,207.55951,69.13945,50.69467,0.95,-1,-1,-1
19,31,351.81616,255.54535,89.22778,81.223694,0.95,-1,-1,-1
19,36,113.286514,241.21585,108.75491,70.62244,0.95,-1,-1,-1
19,39,142.51788,139.66348,28.000977,20.237701,0.95,-1,-1,-1
19,41,159.51968,274.87112,136.4047,99.36365,0.95,-1,-1,-1
19,42,336.79205,120.314865,22.836792,18.26242,0.95,-1,-1,-1
19,47,479.49646,141.75717,40.872314,35.45874,0.95,-1,-1,-1
19,48,378.35223,402.4123,341.61877,138.9115,0.95,-1,-1,-1
19,50,173.01828,132.21762,33.36859,38.124146,0.95,-1,-1,-1
20,1,472.9748,179.42563,48.3761,39.938904,0.95,-1,-1,-1
20,2,597.8407,224.4631,86.450195,57.341187,0.95,-1,-1,-1
20,3,276.891,166.00635,40.406372,25.924683,0.95,-1,-1,-1
20,5,348.39594,154.74066,37.383423,30.151733,0.95,-1,-1,-1
20,6,293.15997,151.50574,33.13159,17.156738,0.95,-1,-1,-1
20,7,254.76463,184.43216,51.724625,38.91028,0.95,-1,-1,-1
20,8,295.47095,142.25632,28.73816,15.590393,0.95,-1,-1,-1
20,10,140.25351,179.53848,56.71643,44.52649,0.95,-1,-1,-1
20,11,299.41425,134.48068,20.154907,14.09314,0.95,-1,-1,-1
20,12,357.868,189.70517,55.50525,48.964386,0.95,-1,-1,-1
20,22,36.075737,162.62354,42.93657,43.177246,0.95,-1,-1,-1
20,23,86.848114,172.8841,53.813065,42.81781,0.95,-1,-1,-1
20,26,352.10995,132.30045,27.256348,20.233337,0.95,-1,-1,-1
20,28,-3.8747368,211.75916,63.1473,56.156128,0.95,-1,-1,-1
20,31,358.08588,245.72342,82.4458,77.88751,0.95,-1,-1,-1
20,36,129.43396,231.3075,102.80469,65.358154,0.95,-1,-1,-1
20,39,139.51828,140.82341,28.547607,19.591003,0.95,-1,-1,-1
20,41,181.3352,263.87555,124.84158,94.35303,0.95,-1,-1,-1
20,42,334.22162,119.907455,23.07019,18.910187,0.95,-1,-1,-1
20,47,477.15088,142.9945,43.03601,33.253845,0.95,-1,-1,-1
20,48,369.09723,378.90393,356.41943,166.59229,0.95,-1,-1,-1
20,50,167.27646,141.30682,37.967712,33.465637,0.95,-1,-1,-1
20,51,37.88183,419.8261,226.70523,103.35095,0.95,-1,-1,-1
21,1,473.63666,178.6987,45.19232,36.98712,0.95,-1,-1,-1
21,2,597.86646,221.83154,78.79797,59.43524,0.95,-1,-1,-1
21,3,279.53705,165.23859,37.79602,26.852203,0.95,-1,-1,-1
21,5,348.42007,152.60532,36.814697,30.668823,0.95,-1,-1,-1
21,6,292.4565,151.26797,33.43573,17.32837,0.95,-1,-1,-1
21,7,258.18298,181.5889,50.90686,38.08441,0.95,-1,-1,-1
21,8,294.76843,141.6203,29.472107,16.39093,0.95,-1,-1,-1
21,10,137.34048,178.07729,55.65564,49.328644,0.95,-1,-1,-1
21,11,298.3067,134.02808,20.54132,13.149048,0.95,-1,-1,-1
21,12,357.58917,186.09288,54.450928,47.764313,0.95,-1,-1,-1
21,22,25.000536,167.47516,44.930206,41.908478,0.95,-1,-1,-1
21,23,78.23717,178.26039,49.97464,44.118774,0.95,-1,-1,-1
21,26,351.8806,131.63583,27.445923,21.196838,0.95,-1,-1,-1
21,28,-2.9187317,218.48608,44.972275,53.51239,0.95,-1,-1,-1
21,31,365.7296,239.33043,76.36444,72.79445,0.95,-1,-1,-1
21,36,140.1816,228.74258,89.172455,58.905945,0.95,-1,-1,-1
21,39,135.80954,141.2221,29.432678,21.334717,0.95,-1,-1,-1
21,41,201.22949,252.63203,109.89099,88.56419,0.95,-1,-1,-1
21,42,332.0181,120.4628,24.4953,19.12674,0.95,-1,-1,-1
21,47,476.51855,141.0978,43.593628,37.821686,0.95,-1,-1,-1
21,50,163.52258,134.59515,37.689453,37.66443,0.95,-1,-1,-1
21,51,65.76904,381.0899,221.83313,147.29285,0.95,-1,-1,-1
22,1,474.48096,175.37637,41.46228,35.313995,0.95,-1,-1,-1
22,2,590.1495,215.75674,83.18628,61.624878,0.95,-1,-1,-1
22,3,281.72717,160.43709,36.845947,25.93335,0.95,-1,-1,-1
22,5,349.5896,152.60818,35.38147,28.964783,0.95,-1,-1,-1
22,6,291.46967,151.88544,32.920593,16.774048,0.95,-1,-1,-1
22,7,263.69006,179.38419,48.788574,37.200653,0.95,-1,-1,-1
22,8,293.82404,140.76924,30.412598,16.70465,0.95,-1,-1,-1
22,10,138.87143,178.1615,55.90393,49.840942,0.95,-1,-1,-1
22,11,296.62003,133.87405,21.977356,12.830231,0.95,-1,-1,-1
22,12,357.98895,184.30777,51.56299,47.42566,0.95,-1,-1,-1
22,22,17.06536,171.20807,45.68358,43.381653,0.95,-1,-1,-1
22,23,68.63826,182.18741,59.612366,45.870636,0.95,-1,-1,-1
